Population,NestID,Fband,Year,Attempt,JulianFED,Clutch,MinHatch,Banded,Exp,Exclude,Nage,Mass
KY,3960,190159832,2012,4,204,4,4,4,no,,12,19.6
KY,3960,190159832,2012,4,204,4,4,4,no,,11,14.2
KY,3772,228160333,2012,1,80,6,6,4,SUP,yes,10,24
KY,3772,228160333,2012,1,80,6,6,4,SUP,yes,10,22.4
KY,3772,228160333,2012,1,80,6,6,4,SUP,yes,10,21
KY,3772,228160333,2012,1,80,6,6,4,SUP,yes,10,19.2
KY,3773,228160333,2012,2,123,5,4,3,SUP,yes,10,24.7
KY,3773,228160333,2012,2,123,5,4,3,SUP,yes,10,24.2
KY,3773,228160333,2012,2,123,5,4,3,SUP,yes,10,22.4
KY,3774,228160333,2012,3,159,5,5,5,no,,10,22
KY,3774,228160333,2012,3,159,5,5,5,no,,10,21.2
KY,3774,228160333,2012,3,159,5,5,5,no,,10,18.8
KY,3774,228160333,2012,3,159,5,5,5,no,,10,18.2
KY,3774,228160333,2012,3,159,5,5,5,no,,10,16.8
KY,3775,228160333,2012,4,195,4,3,3,no,,8,25
KY,3775,228160333,2012,4,195,4,3,3,no,,8,23.6
KY,3775,228160333,2012,4,195,4,3,3,no,,8,22.3
KY,3862,228160641,2012,1,78,6,5,4,no,,10,24
KY,3862,228160641,2012,1,78,6,5,4,no,,10,22.7
KY,3862,228160641,2012,1,78,6,5,4,no,,10,21.4
KY,3862,228160641,2012,1,78,6,5,4,no,,10,7
KY,3864,228160641,2012,3,138,6,4,3,SUP,yes,10,25.4
KY,3864,228160641,2012,3,138,6,4,3,SUP,yes,10,23.8
KY,3864,228160641,2012,3,138,6,4,3,SUP,yes,10,22.7
KY,4046,234100442,2012,1,90,6,6,5,no,,8,22.4
KY,4046,234100442,2012,1,90,6,6,5,no,,8,21.9
KY,4046,234100442,2012,1,90,6,6,5,no,,8,21.8
KY,4046,234100442,2012,1,90,6,6,5,no,,8,21
KY,4046,234100442,2012,1,90,6,6,5,no,,8,20.8
KY,3896,234100444,2012,1,162,6,6,5,SUP,yes,10,19.4
KY,3896,234100444,2012,1,162,6,6,5,SUP,yes,10,18.7
KY,3896,234100444,2012,1,162,6,6,5,SUP,yes,10,17
KY,3896,234100444,2012,1,162,6,6,5,SUP,yes,10,16.1
KY,3896,234100444,2012,1,162,6,6,5,SUP,yes,10,15.4
KY,3922,234100496,2012,1,84,4,4,4,no,,7,24.6
KY,3922,234100496,2012,1,84,4,4,4,no,,7,22.7
KY,3922,234100496,2012,1,84,4,4,4,no,,7,22.5
KY,3922,234100496,2012,1,84,4,4,4,no,,7,19.9
KY,3923,234100496,2012,2,118,4,4,4,no,,11,22.2
KY,3923,234100496,2012,2,118,4,4,4,no,,11,22.1
KY,3923,234100496,2012,2,118,4,4,4,no,,11,20.8
KY,3923,234100496,2012,2,118,4,4,4,no,,11,15.6
KY,3851,234100796,2012,1,73,5,5,4,no,,10,25.3
KY,3851,234100796,2012,1,73,5,5,4,no,,10,24.9
KY,3851,234100796,2012,1,73,5,5,4,no,,10,20.9
KY,3851,234100796,2012,1,73,5,5,4,no,,10,20.1
KY,3855,234100796,2012,5,183,3,3,3,no,,10,24.5
KY,3855,234100796,2012,5,183,3,3,3,no,,10,23.1
KY,3855,234100796,2012,5,183,3,3,3,no,,10,23
KY,3750,234101182,2012,1,83,5,4,3,SUP,yes,10,25
KY,3750,234101182,2012,1,83,5,4,3,SUP,yes,10,24.8
KY,3750,234101182,2012,1,83,5,4,3,SUP,yes,10,23.5
KY,3752,234101182,2012,1,125,6,4,4,SUP,yes,10,26.3
KY,3752,234101182,2012,1,125,6,4,4,SUP,yes,10,25.4
KY,3752,234101182,2012,1,125,6,4,4,SUP,yes,10,25
KY,3752,234101182,2012,1,125,6,4,4,SUP,yes,10,25
KY,3753,234101182,2012,2,166,5,4,4,no,,10,24.2
KY,3753,234101182,2012,2,166,5,4,4,no,,10,22.8
KY,3753,234101182,2012,2,166,5,4,4,no,,10,20.5
KY,3753,234101182,2012,2,166,5,4,4,no,,10,19.1
KY,3992,234101238,2012,1,81,5,3,3,TBD,,10,25
KY,3992,234101238,2012,1,81,5,3,3,TBD,,10,24.1
KY,3992,234101238,2012,1,81,5,3,3,TBD,,10,23.1
KY,3759,234101274,2012,1,82,5,5,5,SUP,yes,10,25.4
KY,3759,234101274,2012,1,82,5,5,5,SUP,yes,10,23.3
KY,3759,234101274,2012,1,82,5,5,5,SUP,yes,10,22.4
KY,3759,234101274,2012,1,82,5,5,5,SUP,yes,10,20.2
KY,3759,234101274,2012,1,82,5,5,5,SUP,yes,10,16
KY,3760,234101274,2012,2,125,5,4,4,SUP,yes,10,26.6
KY,3760,234101274,2012,2,125,5,4,4,SUP,yes,10,23.9
KY,3760,234101274,2012,2,125,5,4,4,SUP,yes,10,23.8
KY,3760,234101274,2012,2,125,5,4,4,SUP,yes,10,23.7
KY,3904,243149051,2012,1,89,5,5,5,SUP,yes,10,23.2
KY,3904,243149051,2012,1,89,5,5,5,SUP,yes,10,22.7
KY,3904,243149051,2012,1,89,5,5,5,SUP,yes,10,21.9
KY,3904,243149051,2012,1,89,5,5,5,SUP,yes,10,21.2
KY,3904,243149051,2012,1,89,5,5,5,SUP,yes,10,20.7
KY,3931,243149330,2012,2,101,6,6,4,TBD,,11,21.2
KY,3931,243149330,2012,2,101,6,6,4,TBD,,11,20.3
KY,3931,243149330,2012,2,101,6,6,4,TBD,,11,17.9
KY,3931,243149330,2012,2,101,6,6,4,TBD,,11,17.1
KY,3776,243149378,2012,1,81,4,4,4,SUP,yes,11,23.5
KY,3776,243149378,2012,1,81,4,4,4,SUP,yes,11,22.9
KY,3776,243149378,2012,1,81,4,4,4,SUP,yes,11,22.7
KY,3776,243149378,2012,1,81,4,4,4,SUP,yes,11,21.4
KY,3777,243149378,2012,2,122,4,4,3,SUP,yes,10,13.5
KY,3777,243149378,2012,2,122,4,4,3,SUP,yes,10,13.2
KY,3777,243149378,2012,2,122,4,4,3,SUP,yes,10,11.3
KY,3835,243149445,2012,1,82,4,3,3,no,,10,15
KY,3835,243149445,2012,1,82,4,3,3,no,,10,10.2
KY,3835,243149445,2012,1,82,4,3,3,no,,10,8.4
KY,3825,243149543,2012,3,124,5,4,2,SUP,yes,10,22.7
KY,3825,243149543,2012,3,124,5,4,2,SUP,yes,10,22.3
KY,3875,243149593,2012,1,77,5,5,5,SUP,yes,10,23.9
KY,3875,243149593,2012,1,77,5,5,5,SUP,yes,10,23.6
KY,3875,243149593,2012,1,77,5,5,5,SUP,yes,10,23.4
KY,3875,243149593,2012,1,77,5,5,5,SUP,yes,10,23.2
KY,3875,243149593,2012,1,77,5,5,5,SUP,yes,10,23.2
KY,3878,243149593,2012,1,136,6,5,4,SUP,yes,9,25.2
KY,3878,243149593,2012,1,136,6,5,4,SUP,yes,9,24
KY,3878,243149593,2012,1,136,6,5,4,SUP,yes,9,16.7
KY,3878,243149593,2012,1,136,6,5,4,SUP,yes,9,12.8
KY,3890,243149593,2012,4,187,5,3,2,no,,11,24.7
KY,3890,243149593,2012,4,187,5,3,2,no,,11,19
KY,3906,243149864,2012,1,85,5,5,4,SUP,yes,10,25.8
KY,3906,243149864,2012,1,85,5,5,4,SUP,yes,10,25.2
KY,3906,243149864,2012,1,85,5,5,4,SUP,yes,10,24.2
KY,3906,243149864,2012,1,85,5,5,4,SUP,yes,10,24
KY,3908,243149864,2012,3,148,5,4,4,SUP,yes,10,25.2
KY,3908,243149864,2012,3,148,5,4,4,SUP,yes,10,25.1
KY,3908,243149864,2012,3,148,5,4,4,SUP,yes,10,24.8
KY,3908,243149864,2012,3,148,5,4,4,SUP,yes,10,21.1
KY,3814,254142505,2012,1,79,4,3,3,no,,10,24.8
KY,3814,254142505,2012,1,79,4,3,3,no,,10,24.5
KY,3814,254142505,2012,1,79,4,3,3,no,,10,21.6
KY,3818,254142505,2012,5,187,4,4,3,no,,9,27.3
KY,3818,254142505,2012,5,187,4,4,3,no,,9,22.5
KY,3818,254142505,2012,5,187,4,4,3,no,,9,21.1
KY,3971,254142526,2012,2,110,4,4,4,no,,11,19.8
KY,3971,254142526,2012,2,110,4,4,4,no,,11,18.9
KY,3971,254142526,2012,2,110,4,4,4,no,,11,14.7
KY,3971,254142526,2012,2,110,4,4,4,no,,11,14.3
KY,3973,254142526,2012,4,163,2,1,1,no,,10,23.4
KY,3974,254142526,2012,5,197,3,2,2,no,,10,23.9
KY,3974,254142526,2012,5,197,3,2,2,no,,10,21.4
KY,3861,254142568,2012,3,168,5,5,4,no,,10,26
KY,3861,254142568,2012,3,168,5,5,4,no,,10,25.2
KY,3861,254142568,2012,3,168,5,5,4,no,,10,24.8
KY,3861,254142568,2012,3,168,5,5,4,no,,10,12.8
KY,4004,254142568,2012,2,128,5,5,3,no,,10,18.8
KY,4004,254142568,2012,2,128,5,5,3,no,,10,15.8
KY,4004,254142568,2012,2,128,5,5,3,no,,10,15.1
KY,3783,254142594,2012,1,82,5,4,3,no,,10,23.4
KY,3783,254142594,2012,1,82,5,4,3,no,,10,21.4
KY,3783,254142594,2012,1,82,5,4,3,no,,10,21.2
KY,3796,254142600,2012,2,94,5,4,4,no,,10,19.8
KY,3796,254142600,2012,2,94,5,4,4,no,,10,18.6
KY,3796,254142600,2012,2,94,5,4,4,no,,10,16.2
KY,3796,254142600,2012,2,94,5,4,4,no,,10,9.7
KY,3798,254142600,2012,4,156,5,4,1,no,,10,23
KY,3799,254142600,2012,5,192,5,4,4,no,,10,21
KY,3799,254142600,2012,5,192,5,4,4,no,,10,20.3
KY,3799,254142600,2012,5,192,5,4,4,no,,10,18.4
KY,3799,254142600,2012,5,192,5,4,4,no,,10,15.9
KY,4001,254142635,2012,2,113,5,5,4,no,,10,22.7
KY,4001,254142635,2012,2,113,5,5,4,no,,10,19.8
KY,4001,254142635,2012,2,113,5,5,4,no,,10,19.1
KY,4001,254142635,2012,2,113,5,5,4,no,,10,13.3
KY,3803,254142681,2012,3,169,5,5,2,no,,10,19.8
KY,3803,254142681,2012,3,169,5,5,2,no,,10,19.4
KY,3810,254142827,2012,4,188,4,4,3,no,,9,25.2
KY,3810,254142827,2012,4,188,4,4,3,no,,9,23
KY,3810,254142827,2012,4,188,4,4,3,no,,9,17.3
KY,3792,254142833,2012,2,113,4,4,4,no,,10,22.6
KY,3792,254142833,2012,2,113,4,4,4,no,,10,22.1
KY,3792,254142833,2012,2,113,4,4,4,no,,10,20.9
KY,3792,254142833,2012,2,113,4,4,4,no,,10,18.5
KY,3841,254142842,2012,1,83,5,5,5,no,,10,21.4
KY,3841,254142842,2012,1,83,5,5,5,no,,10,17.4
KY,3841,254142842,2012,1,83,5,5,5,no,,10,16.8
KY,3841,254142842,2012,1,83,5,5,5,no,,10,16.7
KY,3841,254142842,2012,1,83,5,5,5,no,,10,10.2
KY,3801,254142848,2012,1,77,6,5,5,no,,10,23.2
KY,3801,254142848,2012,1,77,6,5,5,no,,10,23
KY,3801,254142848,2012,1,77,6,5,5,no,,10,22
KY,3801,254142848,2012,1,77,6,5,5,no,,10,20.8
KY,3801,254142848,2012,1,77,6,5,5,no,,10,17.2
KY,3802,254142848,2012,2,120,6,6,5,no,,10,23
KY,3802,254142848,2012,2,120,6,6,5,no,,10,20.3
KY,3802,254142848,2012,2,120,6,6,5,no,,10,20.3
KY,3802,254142848,2012,2,120,6,6,5,no,,10,18.4
KY,3802,254142848,2012,2,120,6,6,5,no,,10,13.3
KY,3850,254142853,2012,5,198,4,3,3,no,,10,22.2
KY,3850,254142853,2012,5,198,4,3,3,no,,10,21.6
KY,3850,254142853,2012,5,198,4,3,3,no,,10,15.5
KY,4003,254142853,2012,1,93,5,5,5,TBD,,9,22.8
KY,4003,254142853,2012,1,93,5,5,5,TBD,,9,22.8
KY,4003,254142853,2012,1,93,5,5,5,TBD,,9,21.5
KY,4003,254142853,2012,1,93,5,5,5,TBD,,9,20.8
KY,4003,254142853,2012,1,93,5,5,5,TBD,,9,19.9
KY,3897,254142856,2012,1,85,6,6,3,no,,10,24.9
KY,3897,254142856,2012,1,85,6,6,3,no,,10,21
KY,3897,254142856,2012,1,85,6,6,3,no,,10,16.9
KY,3898,254142856,2012,2,126,6,6,5,SUP,yes,10,24.4
KY,3898,254142856,2012,2,126,6,6,5,SUP,yes,10,21.4
KY,3898,254142856,2012,2,126,6,6,5,SUP,yes,10,21.2
KY,3898,254142856,2012,2,126,6,6,5,SUP,yes,10,16.4
KY,3898,254142856,2012,2,126,6,6,5,SUP,yes,10,16.1
KY,3899,254142856,2012,3,167,6,5,5,no,,10,23.5
KY,3899,254142856,2012,3,167,6,5,5,no,,10,23.2
KY,3899,254142856,2012,3,167,6,5,5,no,,10,22.1
KY,3899,254142856,2012,3,167,6,5,5,no,,10,18.4
KY,3899,254142856,2012,3,167,6,5,5,no,,10,12.2
KY,3871,254142882,2012,2,97,4,3,3,SUP,yes,10,25.7
KY,3871,254142882,2012,2,97,4,3,3,SUP,yes,10,24.5
KY,3871,254142882,2012,2,97,4,3,3,SUP,yes,10,24.3
KY,3872,254142882,2012,3,133,5,3,3,no,,10,23.3
KY,3872,254142882,2012,3,133,5,3,3,no,,10,22.9
KY,3872,254142882,2012,3,133,5,3,3,no,,10,21
KY,3873,254142882,2012,4,168,5,4,2,no,,10,23.1
KY,3873,254142882,2012,4,168,5,4,2,no,,10,23
KY,3874,254142882,2012,5,200,4,3,2,no,,9,20.2
KY,3874,254142882,2012,5,200,4,3,2,no,,9,16.6
KY,3769,254142888,2012,1,86,4,3,3,SUP,yes,10,24.6
KY,3769,254142888,2012,1,86,4,3,3,SUP,yes,10,21.3
KY,3769,254142888,2012,1,86,4,3,3,SUP,yes,10,20.6
KY,3770,254142888,2012,2,127,4,4,2,SUP,yes,10,19.8
KY,3770,254142888,2012,2,127,4,4,2,SUP,yes,10,18.1
KY,3771,254142888,2012,3,164,5,4,3,no,,10,24.6
KY,3771,254142888,2012,3,164,5,4,3,no,,10,22.1
KY,3771,254142888,2012,3,164,5,4,3,no,,10,19.2
KY,3885,254142911,2012,1,116,4,4,4,SUP,yes,11,27.9
KY,3885,254142911,2012,1,116,4,4,4,SUP,yes,11,26.2
KY,3885,254142911,2012,1,116,4,4,4,SUP,yes,11,25.8
KY,3885,254142911,2012,1,116,4,4,4,SUP,yes,11,24.1
KY,3856,254142945,2012,1,108,4,4,4,SUP,yes,10,24.5
KY,3856,254142945,2012,1,108,4,4,4,SUP,yes,10,24.4
KY,3856,254142945,2012,1,108,4,4,4,SUP,yes,10,24.2
KY,3856,254142945,2012,1,108,4,4,4,SUP,yes,10,22.9
KY,3812,254142948,2012,2,110,5,5,3,no,,10,23.1
KY,3812,254142948,2012,2,110,5,5,3,no,,10,20.8
KY,3812,254142948,2012,2,110,5,5,3,no,,10,19
KY,3813,254142948,2012,3,146,3,2,1,no,,10,21.4
KY,3880,255196013,2012,1,85,6,6,5,SUP,yes,10,25.7
KY,3880,255196013,2012,1,85,6,6,5,SUP,yes,10,25
KY,3880,255196013,2012,1,85,6,6,5,SUP,yes,10,23.1
KY,3880,255196013,2012,1,85,6,6,5,SUP,yes,10,15
KY,3880,255196013,2012,1,85,6,6,5,SUP,yes,10,12
KY,3881,255196013,2012,2,127,5,5,3,SUP,yes,10,22.9
KY,3881,255196013,2012,2,127,5,5,3,SUP,yes,10,19.9
KY,3881,255196013,2012,2,127,5,5,3,SUP,yes,10,19.4
KY,3883,255196037,2012,1,133,4,3,3,SUP,yes,10,26.8
KY,3883,255196037,2012,1,133,4,3,3,SUP,yes,10,24.9
KY,3883,255196037,2012,1,133,4,3,3,SUP,yes,10,20.1
KY,3800,255196095,2012,1,78,5,5,5,no,,10,16.7
KY,3800,255196095,2012,1,78,5,5,5,no,,10,15.5
KY,3800,255196095,2012,1,78,5,5,5,no,,10,14.8
KY,3800,255196095,2012,1,78,5,5,5,no,,10,13.9
KY,3800,255196095,2012,1,78,5,5,5,no,,10,13.2
KY,3956,255196102,2012,5,173,3,2,2,no,,9,25
KY,3956,255196102,2012,5,173,3,2,2,no,,9,24.1
KY,3957,255196102,2012,1,78,5,5,5,no,,10,29.4
KY,3957,255196102,2012,1,78,5,5,5,no,,10,28.9
KY,3957,255196102,2012,1,78,5,5,5,no,,10,27.4
KY,3957,255196102,2012,1,78,5,5,5,no,,10,25.3
KY,3957,255196102,2012,1,78,5,5,5,no,,10,20.6
KY,4011,255196115,2012,2,135,5,4,4,no,,11,24.8
KY,4011,255196115,2012,2,135,5,4,4,no,,11,21.4
KY,4011,255196115,2012,2,135,5,4,4,no,,11,21
KY,4011,255196115,2012,2,135,5,4,4,no,,11,20.6
KY,4012,255196115,2012,3,170,6,4,3,no,,10,23.6
KY,4012,255196115,2012,3,170,6,4,3,no,,10,22.5
KY,4012,255196115,2012,3,170,6,4,3,no,,10,21.5
KY,4013,255196115,2012,4,208,3,3,2,no,,8,26.9
KY,4013,255196115,2012,4,208,3,3,2,no,,8,24.8
KY,3975,255196158,2012,1,81,6,5,5,no,,7,27.3
KY,3975,255196158,2012,1,81,6,5,5,no,,7,26.3
KY,3975,255196158,2012,1,81,6,5,5,no,,7,24.7
KY,3975,255196158,2012,1,81,6,5,5,no,,7,22
KY,3975,255196158,2012,1,81,6,5,5,no,,7,20
KY,3976,255196158,2012,2,124,4,3,3,no,,11,26.3
KY,3976,255196158,2012,2,124,4,3,3,no,,11,25.7
KY,3976,255196158,2012,2,124,4,3,3,no,,11,24.8
KY,3977,255196158,2012,3,162,3,1,1,no,,10,27.1
KY,3978,255196158,2012,4,195,4,4,4,no,,8,25.6
KY,3978,255196158,2012,4,195,4,4,4,no,,8,24.2
KY,3978,255196158,2012,4,195,4,4,4,no,,8,24
KY,3978,255196158,2012,4,195,4,4,4,no,,8,20
KY,3781,255196209,2012,3,129,5,5,5,SUP,yes,10,22.8
KY,3781,255196209,2012,3,129,5,5,5,SUP,yes,10,19.8
KY,3781,255196209,2012,3,129,5,5,5,SUP,yes,10,18.9
KY,3781,255196209,2012,3,129,5,5,5,SUP,yes,10,18.3
KY,3781,255196209,2012,3,129,5,5,5,SUP,yes,10,13.8
KY,3820,255196281,2012,2,121,5,5,5,SUP,yes,10,19.2
KY,3820,255196281,2012,2,121,5,5,5,SUP,yes,10,19
KY,3820,255196281,2012,2,121,5,5,5,SUP,yes,10,17.5
KY,3820,255196281,2012,2,121,5,5,5,SUP,yes,10,15.9
KY,3820,255196281,2012,2,121,5,5,5,SUP,yes,10,7.5
KY,3822,255196281,2012,4,189,4,2,2,no,,10,20.6
KY,3822,255196281,2012,4,189,4,2,2,no,,10,18.4
KY,3763,255196286,2012,1,99,5,5,5,no,,10,24.4
KY,3763,255196286,2012,1,99,5,5,5,no,,10,24.1
KY,3763,255196286,2012,1,99,5,5,5,no,,10,23.2
KY,3763,255196286,2012,1,99,5,5,5,no,,10,22.7
KY,3763,255196286,2012,1,99,5,5,5,no,,10,20.1
KY,3764,255196286,2012,2,136,5,5,4,no,,10,16.9
KY,3764,255196286,2012,2,136,5,5,4,no,,10,15.3
KY,3764,255196286,2012,2,136,5,5,4,no,,10,14.7
KY,3764,255196286,2012,2,136,5,5,4,no,,10,14
KY,3765,255196286,2012,3,179,4,4,2,no,,10,17.8
KY,3765,255196286,2012,3,179,4,4,2,no,,10,16
KY,3912,255196296,2012,2,122,5,3,3,no,,11,24.8
KY,3912,255196296,2012,2,122,5,3,3,no,,11,24
KY,3912,255196296,2012,2,122,5,3,3,no,,11,23.9
KY,3787,255196341,2012,5,194,4,4,3,no,,9,18.5
KY,3787,255196341,2012,5,194,4,4,3,no,,9,18.3
KY,3787,255196341,2012,5,194,4,4,3,no,,9,17.7
KY,3794,255196409,2012,4,191,4,4,3,no,,10,21.2
KY,3794,255196409,2012,4,191,4,4,3,no,,10,20.5
KY,3794,255196409,2012,4,191,4,4,3,no,,10,15.9
KY,3887,255196411,2012,1,102,2,2,2,SUP,yes,10,28.1
KY,3887,255196411,2012,1,102,2,2,2,SUP,yes,10,27
KY,3888,255196411,2012,2,144,4,4,3,no,,10,21.3
KY,3888,255196411,2012,2,144,4,4,3,no,,10,21.1
KY,3888,255196411,2012,2,144,4,4,3,no,,10,20.4
KY,3828,255196416,2012,2,108,4,4,2,no,,10,25.7
KY,3828,255196416,2012,2,108,4,4,2,no,,10,24.8
KY,3830,255196416,2012,4,170,5,4,3,no,,11,24.9
KY,3830,255196416,2012,4,170,5,4,3,no,,11,21
KY,3830,255196416,2012,4,170,5,4,3,no,,11,20.1
KY,3840,255196418,2012,4,176,4,4,3,no,,10,18.6
KY,3840,255196418,2012,4,176,4,4,3,no,,10,16.8
KY,3840,255196418,2012,4,176,4,4,3,no,,10,12.5
KY,3859,255196420,2012,1,100,5,4,4,SUP,yes,10,22.9
KY,3859,255196420,2012,1,100,5,4,4,SUP,yes,10,22
KY,3859,255196420,2012,1,100,5,4,4,SUP,yes,10,21.6
KY,3859,255196420,2012,1,100,5,4,4,SUP,yes,10,16.7
KY,3893,255196434,2012,1,89,4,3,2,SUP,yes,10,23.7
KY,3893,255196434,2012,1,89,4,3,2,SUP,yes,10,21.3
KY,3762,255196464,2012,4,173,4,3,2,no,,10,22.7
KY,3762,255196464,2012,4,173,4,3,2,no,,10,21.2
KY,3754,255196495,2012,1,95,4,4,4,SUP,yes,10,22.1
KY,3754,255196495,2012,1,95,4,4,4,SUP,yes,10,21.2
KY,3754,255196495,2012,1,95,4,4,4,SUP,yes,10,21
KY,3754,255196495,2012,1,95,4,4,4,SUP,yes,10,19.1
KY,3755,255196495,2012,2,137,5,5,4,no,,11,20
KY,3755,255196495,2012,2,137,5,5,4,no,,11,19.4
KY,3755,255196495,2012,2,137,5,5,4,no,,11,17.7
KY,3755,255196495,2012,2,137,5,5,4,no,,11,17.6
KY,3846,255196499,2012,1,85,5,4,3,no,,10,25.5
KY,3846,255196499,2012,1,85,5,4,3,no,,10,23.6
KY,3846,255196499,2012,1,85,5,4,3,no,,10,21.8
KY,3751,255196500,2012,2,159,5,5,4,SUP,yes,11,16.5
KY,3751,255196500,2012,2,159,5,5,4,SUP,yes,11,16.2
KY,3751,255196500,2012,2,159,5,5,4,SUP,yes,11,14.1
KY,3751,255196500,2012,2,159,5,5,4,SUP,yes,11,13.4
KY,3766,255196500,2012,1,88,8,5,5,SUP,yes,10,26.2
KY,3766,255196500,2012,1,88,8,5,5,SUP,yes,10,25.6
KY,3766,255196500,2012,1,88,8,5,5,SUP,yes,10,24.2
KY,3766,255196500,2012,1,88,8,5,5,SUP,yes,10,23.6
KY,3766,255196500,2012,1,88,8,5,5,SUP,yes,10,21.6
KY,3952,257183834,2012,1,82,6,3,2,TBI,,9,26.9
KY,3952,257183834,2012,1,82,6,3,2,TBI,,9,26.7
KY,3914,257183835,2012,1,88,5,5,5,no,,10,24
KY,3914,257183835,2012,1,88,5,5,5,no,,10,23.8
KY,3914,257183835,2012,1,88,5,5,5,no,,10,23.6
KY,3914,257183835,2012,1,88,5,5,5,no,,10,22.2
KY,3914,257183835,2012,1,88,5,5,5,no,,10,20.5
KY,4034,257183866,2012,3,153,6,6,3,no,,10,24.7
KY,4034,257183866,2012,3,153,6,6,3,no,,10,23.8
KY,4034,257183866,2012,3,153,6,6,3,no,,10,23
KY,4065,257183866,2012,1,90,5,5,3,no,,10,19.1
KY,4065,257183866,2012,1,90,5,5,3,no,,10,17.2
KY,4065,257183866,2012,1,90,5,5,3,no,,10,15
KY,4018,257183889,2012,1,96,4,4,4,no,,10,25.5
KY,4018,257183889,2012,1,96,4,4,4,no,,10,25.2
KY,4018,257183889,2012,1,96,4,4,4,no,,10,24.1
KY,4018,257183889,2012,1,96,4,4,4,no,,10,24.1
KY,3891,257183948,2012,1,130,5,5,4,SUP,yes,9,25.4
KY,3891,257183948,2012,1,130,5,5,4,SUP,yes,9,24.1
KY,3891,257183948,2012,1,130,5,5,4,SUP,yes,9,23.7
KY,3891,257183948,2012,1,130,5,5,4,SUP,yes,9,22
KY,3892,257183948,2012,2,170,6,5,4,no,,10,26.6
KY,3892,257183948,2012,2,170,6,5,4,no,,10,25.4
KY,3892,257183948,2012,2,170,6,5,4,no,,10,24.8
KY,3892,257183948,2012,2,170,6,5,4,no,,10,23.1
KY,3834,257183994,2012,4,174,4,3,3,no,,11,20.6
KY,3834,257183994,2012,4,174,4,3,3,no,,11,19.4
KY,3834,257183994,2012,4,174,4,3,3,no,,11,16.5
KY,3943,257184051,2012,1,89,4,3,3,no,,11,24.5
KY,3943,257184051,2012,1,89,4,3,3,no,,11,20.4
KY,3943,257184051,2012,1,89,4,3,3,no,,11,19.9
KY,3945,257184051,2012,3,145,6,6,2,TBI,,9,20.8
KY,3945,257184051,2012,3,145,6,6,2,TBI,,9,20
KY,3946,257184051,2012,4,190,4,4,3,no,,8,23.6
KY,3946,257184051,2012,4,190,4,4,3,no,,8,23
KY,3946,257184051,2012,4,190,4,4,3,no,,8,21.1
KY,3994,257184053,2012,3,146,5,3,3,no,,10,25.1
KY,3994,257184053,2012,3,146,5,3,3,no,,10,24.7
KY,3994,257184053,2012,3,146,5,3,3,no,,10,21.6
KY,3995,257184053,2012,4,197,4,4,4,no,,10,23.3
KY,3995,257184053,2012,4,197,4,4,4,no,,10,22.5
KY,3995,257184053,2012,4,197,4,4,4,no,,10,21.1
KY,3995,257184053,2012,4,197,4,4,4,no,,10,20.8
KY,3980,257184068,2012,2,148,5,3,2,TBI,,11,24.9
KY,3980,257184068,2012,2,148,5,3,2,TBI,,11,18.9
KY,3981,257184068,2012,3,185,4,4,2,no,,12,25.3
KY,3981,257184068,2012,3,185,4,4,2,no,,12,24.8
KY,3968,257184090,2012,3,160,5,4,4,no,,10,24.3
KY,3968,257184090,2012,3,160,5,4,4,no,,10,23.2
KY,3968,257184090,2012,3,160,5,4,4,no,,10,22.3
KY,3968,257184090,2012,3,160,5,4,4,no,,10,21.8
KY,4338,190159644,2013,1,94,5,5,5,,,10,20.5
KY,4338,190159644,2013,1,94,5,5,5,,,10,19.9
KY,4338,190159644,2013,1,94,5,5,5,,,10,17.1
KY,4340,190159644,2013,3,167,6,6,5,TR,,10,21.6
KY,4340,190159644,2013,3,167,6,6,5,TR,,10,21
KY,4340,190159644,2013,3,167,6,6,5,TR,,10,20.8
KY,4340,190159644,2013,3,167,6,6,5,TR,,10,18.2
KY,4340,190159644,2013,3,167,6,6,5,TR,,10,15.9
KY,4341,190159644,2013,4,203,5,5,3,,,11,20.4
KY,4341,190159644,2013,4,203,5,5,3,,,11,18.4
KY,4341,190159644,2013,4,203,5,5,3,,,11,15.8
KY,4253,190159667,2013,1,99,4,4,4,,,9,29.9
KY,4253,190159667,2013,1,99,4,4,4,,,9,28
KY,4253,190159667,2013,1,99,4,4,4,,,9,27.3
KY,4253,190159667,2013,1,99,4,4,4,,,9,26
KY,4254,190159667,2013,2,136,5,4,4,,,10,20.7
KY,4254,190159667,2013,2,136,5,4,4,,,10,20.4
KY,4254,190159667,2013,2,136,5,4,4,,,10,19
KY,4254,190159667,2013,2,136,5,4,4,,,10,17.4
KY,4255,190159667,2013,3,171,6,6,5,,,10,21.8
KY,4255,190159667,2013,3,171,6,6,5,,,10,21.4
KY,4255,190159667,2013,3,171,6,6,5,,,10,21
KY,4255,190159667,2013,3,171,6,6,5,,,10,18.4
KY,4097,190159678,2013,1,103,3,3,3,,,10,25
KY,4097,190159678,2013,1,103,3,3,3,,,10,23.5
KY,4097,190159678,2013,1,103,3,3,3,,,10,21.4
KY,4157,190159679,2013,1,97,5,5,5,,,11,26.9
KY,4157,190159679,2013,1,97,5,5,5,,,11,23.7
KY,4157,190159679,2013,1,97,5,5,5,,,11,23.5
KY,4157,190159679,2013,1,97,5,5,5,,,11,20.2
